,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,Sentiment
45,US,32495138,R103GF6OTTUHH3,B0073B0YBO,783559242,"Bosch SPE5ES55UC 500 Series 18"" Undercounter Dishwasher With Stainless Steel EuroTub 46 dBA ActiveTab Tray Water Softener AquaStop Plus EcoSense Half Load Option: Stainless",Major Appliances,3,1,1,N,N,Don't believe the sound rating on this dishwasher!,"I rarely do reviews, but wanted to let people know about the deceptive marketing on this dishwasher.  We did a remodel and due to space constraints needed an 18 inch dishwasher.  We replaced a Kenmore dishwasher rated at 50 db.  The Bosch sounds like a freight train in our kitchen compared to the Kenmore.  We couldn't tell the Kenmore was on, but with the Bosch we can't run it when we are home.  It drowns out the TV and forget about getting any sleep when it is running (the bedroom is on one side of the kitchen and the living room on the other).  Whoever rated this at 46 db must be hard of hearing.<br /><br />The plus side is that it has great features and cleans well.  The only other negative is that door doesn't let you prop it open.  I like to open it a couple inches after it is done to let the dishes dry thoroughly.  The Kenmore would stay in any partially open position, but the Bosch is basically full open or closed and there is no way to adjust the tension on the spring to operate the door.",8/31/15,POSITIVE
46,US,36623608,R2ZCSGSSAZRHEB,B00M9N9D36,379072876,HOMEIMAGE Thermo Electric Wine Cooler for 12 Bottles with Vertical Rack - HI-12C,Major Appliances,4,6,6,N,Y,"Good, but note the temp range","Note that this only chills to a low of 51 degrees. I probably would have bought another model had I realized this as I like my white wine in the mid-40s. However it does function well, is a very nice looking refrigerator, and I don't find it to be too loud like some other reviewers (maybe that depends on the surface on where it sits.) Also note that it only fits slim bottles of wine - anything that is a bit larger in circumference on the bottom only fits in a few of the spaces.",8/31/15,POSITIVE
47,US,26771558,R2TIA0ZTBEKZGA,B00VLX20YY,314371473,Kalamera 28 Bottle Stainless Steel Freestanding Wine Refrigerator,Major Appliances,3,3,5,N,Y,"Nice unit, however","Nice unit, however, only works with what I would say is standard slim wine bottles. Any bottle that is odd size will not fit on the racks.  So, to use the fridge for varying size wine bottles you would have to remove some shelves to allow them to fit which reduces the capacity.  I'm sending mine back, which has not been a problem so far working with Amazon.",8/31/15,MIXED
48,US,36049624,R13E6D979KAPH7,B002W8GV8S,506287550,"Whynter FM-85G 85-Quart Portable Refrigerator/Freezer, Platinum",Major Appliances,2,5,6,N,Y,"Nice Product, Poor Quality","Great Size, Great Idea, Poor Product.  Decides to not cool on its own and causes everything to thaw out.",8/31/15,MIXED
49,US,42298342,R24LFYJHPZZDTW,B00ASQVO5Q,704304603,SPT WC-2461H Double-Door Dual-Zone Thermo-Electric Wine Cooler with Heating,Major Appliances,5,0,0,N,Y,Small but it is dual zone and works well,"Keep everything at 55 degrees, and don't overstress it and it works great- after the first 4 weeks so we'll see.",8/31/15,POSITIVE
50,US,30351182,R117W4W02NWSMJ,B000UW20T2,163442732,Broan 422401 ADA Capable Under-Cabinet Range Hood,Major Appliances,5,0,0,N,Y,We love this cabinet hood and at the price we got ...,"We love this cabinet hood and at the price we got it at, it was a STEAL compared to the local hardware stores. It was easy to install and it worked so well for our house.",8/31/15,POSITIVE
51,US,13326061,R1KK443NDRFPRS,B000TDD5OG,452027362,Koolatron Coca Cola 28-Can Fridge,Major Appliances,2,0,0,N,Y,leaks,It leaks water out the door.  the carpet where it sits remains wet.,8/31/15,NEGATIVE
52,US,29750749,R3JPV9C8X8VYHM,B00TLOVFU0,782556845,KITCHENAID FRENCH DOOR FRIDGE *BRAND SOURCE ONLY*,Major Appliances,1,5,5,N,N,AVOID KITCHENAID,"Purchased Dec 2012. In May 2015 icemaker quit working-had to be replaced at my cost. Used a kitchenaid recommended service company in NC (one of 2 in our area). August 2015 refrigerator and freezer quit working. Compressor was replaced by same service repair co.( under warranty). unit worked for  2 hours and then quit. Service company stalling on coming back. Call to kitchenaid was worthless. After they shame you because you didn't buy the extended warranty.(expect a fridge to last more than 3 years) they explain that it is after all &#34;manmade&#34; They refuse to admit there is a problem with this unit. Any suggestions on how to get a recall going? I would give it zero stars, but amazon won't let me.",8/31/15,NEGATIVE
53,US,13199097,R2IIAJBQ4617MU,B00VRUEEXQ,910869432,35-6780 Pump For Maytag Washer,Major Appliances,5,0,0,N,Y,but I took a chunk of metal out of the back of the cabinet and it went in nice as pie,"Yes, this was just what I needed to get the old washer humming again.  It did not fit the cabinet exactly, but I took a chunk of metal out of the back of the cabinet and it went in nice as pie,",8/31/15,POSITIVE
54,US,25038231,R1Z04NZPDUOP4K,B005NTVEKI,520001794,"Blue Ocean 30"" RH319 Stainless Steel Wall Mount Kitchen Range Hood",Major Appliances,4,0,0,N,Y,Beautiful,Just completed a kitchen remodel and its beautiful; loud but beautiful.,8/31/15,POSITIVE
55,US,51991411,R3UPZXSOMZ5GS1,B00F21F2KK,197716876,NEW PART 9704230 GENUINE FSP OEM FACTORY ORIGINAL BLENDER DRIVE COUPLING FOR KITCHENAID AND WHIRLPOOL - REPLACES PART NUMBER 831718,Major Appliances,5,2,2,N,Y,Exact part and simple replacement,"I bought this to repair our KitchenAid blender, model KSB5WH4. I could have purchased the part from several suppliers ranging in price from $4.86 to $9 and most charged a little more for shipping. This part from Amazon does seem to be the same factory certified part as described and the package says &#34;made in US&#34; which is nice. Very easy replacement.<br /><br />The coupler on our blender broke apart, that is, the hard, black rubber part broke apart and so only the metal core/insert remained on the blender. I read a few online instructions on replacement and then watched a few youtube videos showing the replacement. Instructions are included with this part and includes a few photos. removal of the old coupler is even easier than the youtube videos show.<br /><br />The coupler core appears to be made of aluminum and is screwed onto a hardened steel shaft. The instructions require you to insert a flat screw driver under the old coupler and just pry it up a few times, rotating your position until it comes off. Because the coupler core is aluminum, it's really just prying the threads up which give way to the harder steel. Once off, you remove any bits of aluminum threads that came off. Then simply screw the new coupler onto the threaded shaft. You can and just need to hand tighten it, counter clockwise. The normal blending motion/direction tightens the coupler further. It literally took me all of 90 seconds to complete the whole replacement.",8/31/15,NEUTRAL
56,US,38884528,R2T2W7YQIPZT86,B00MVVI19I,853497646,"Midea WHS-87LW1 Compact Single Reversible Door Refrigerator and Freezer, 2.4 Cubic Feet, White",Major Appliances,4,5,6,N,Y,"Works fine, but came out of the box dented in several places","Works fine, but came out of the box dented in several places. It is pretty quiet, gets nice and cold, the door seals well, and there is lots of room inside. It is a great choice for putting under your desk at work. Just don't expect it to be pretty.",8/31/15,POSITIVE
57,US,3383278,R3VNPYGGB9JWQP,B00IY7BNUW,874236579,Avalon Bay Portable Ice Maker,Major Appliances,5,0,0,N,Y,Great for RV,"I purchased this as a gift for my parents, who frequently take their camper to the lake. They LOVE this ice maker and are constantly telling me how easy it is to use, and how quickly it works. They highly recommend it.",8/31/15,POSITIVE
58,US,27351172,R2OTIC0WW9NLJA,B00NBBPYNI,261927670,"3-pack - Whirlpool 4396841 ""Fast Fill"" Compatible Water Filter By Clear Sip",Major Appliances,5,0,0,N,Y,A real $$$ saver. They fit perfectly with no ...,A real $$$ saver.  They fit perfectly with no leaks.,8/31/15,POSITIVE
59,US,35573356,R2MRDUZ74XROPE,B00JF7ZUQS,210381684,"Kenmore 46 9991, 469996, GE MWF compatible water filter",Major Appliances,5,0,0,N,Y,works just like the original and much cheaper than purchasing in the ...,I used this in my GE side by side refrigerator. works just like the original and much cheaper than purchasing in the store. I would definitely purchase again.,8/31/15,POSITIVE
60,US,16099889,RTZ2XARMZREU5,B00NVGA0Z0,748458258,"The Laundry Alternative Miniwash Portable, Compact Mini Washing Machine (Blue) with 3 Year Full Warranty",Major Appliances,3,1,4,N,Y,Three Stars,Honestly I would just wash the clothes by hand faster and easier.,8/31/15,POSITIVE
61,US,51761884,R11OOLG1IBI4TN,B00IY7BNUW,874236579,Avalon Bay Portable Ice Maker,Major Appliances,5,0,0,N,Y,Five Stars,Looks good and works quickly.,8/31/15,POSITIVE
62,US,15914126,RF4GAAB04XP0E,B00JG8B42K,672722354,"OnePurify RFC0800A Water Filter Replacement Cartridge, 2 Pack",Major Appliances,1,0,0,N,Y,Cheap Price=Cheap Filter,Terrible Product.  I couldn't figure out why my water stopped working after a month.  I put a PUR filter in and it has been working as expected.  Not worth the cheaper price!!,8/31/15,NEGATIVE
63,US,51532205,R36DF71L5RVLTI,B00M9IC5E0,450767988,"8536974 - DRYER REPAIR KIT (4 ROLLERS, BELT, IDLER WHEEL, CLIPS, WASHERS) FOR ALL MAJOR BRAND DRYERS",Major Appliances,5,0,0,N,Y,Five Stars,Perfect!,8/31/15,POSITIVE
64,US,3668910,R1SRMJ0A01222R,B00BS2XUWO,84582099,"Ramblewood High Efficiency 4 Burner Natural Gas Cooktop, Sealed Burner GC4-50N",Major Appliances,5,1,1,N,Y,Very nice looking stove top,but it has not been installed yet!  Very nice looking stove top!,8/31/15,POSITIVE
65,US,43655888,R9Q0QDTLKV567,B004ZU09QQ,423421857,Danby 0.7 cu.ft. Countertop Microwave,Major Appliances,3,0,1,N,Y,quiet,"Quiet, but does not seem like 1000 watt power.",8/31/15,MIXED
66,US,36388984,RK250HC0DN7VN,B00MMRFNNS,15863983,"Midea WHS-65LSS1 Compact Single Reversible Door Refrigerator and Freezer, 1.6 Cubic Feet, Stainless Steel",Major Appliances,5,0,0,N,Y,Five Stars,Perfect!,8/31/15,POSITIVE
67,US,44838351,RPQ8QNNMR1FW2,B001212DWE,230314050,Goldstar MV1502B 1.5 Cu. Ft. Over the Range Microwave,Major Appliances,1,0,0,N,N,No warm food for you!,This is the microwave my neighborhood's used. Neighbor's went out 2 years ago. Mine last week. Both - the microwave stopped heating. Seems like a common issue with previous review,8/31/15,NEUTRAL
68,US,30829594,R2ASWDH36LJUT,B00SNKU7VQ,197365398,Whirlpool W10295370A Compatible Water Filter - Refrigerator,Major Appliances,5,0,0,N,Y,Five Stars,Works & fits great in my Kenmore side by side.,8/31/15,POSITIVE
69,US,48725115,R3A3MWNNT8802C,B00OYBRCUW,800010470,Vinyl Quilted Washing Machine Dryer Cover Zippered Zipper Top Dust Colors New !,Major Appliances,4,0,0,N,Y,Works great even in exposed weather like rain and wind,Works great even in exposed weather like rain and wind. I live in the tropics in Hawaii. One con is that the zipper could be more durable. I can see it ripping after a while.,8/31/15,POSITIVE
70,US,12243081,R2GLRDP69JNBIV,B00FBJCIZU,599127839,SquareTrade 4-Year Large Appliance Protection Plan ($0 - 250),Major Appliances,5,1,1,N,Y,Outstanding Customer Service Experience,I will never hesitate to purchase the square trade protection plans.  Our Sharp AQUOS 70&#34; TV died at 13months.  Square Trade had a list of options for replacing the TV to us in 24 hours and a new TV here in our home within a week of contacting them.  This is a service organization that understands and appreciates what it means to service their customers.,8/31/15,POSITIVE
71,US,22718230,R37RZ44IJMX6BT,B000FRVV4W,93034891,Rotating Dishwasher Magnet by RSVP International,Major Appliances,5,0,0,N,Y,Nice Little Reminder,"Works wonderful for a mixed family. However, younger children like to play with it. Sometimes you just can't win!",8/31/15,POSITIVE
72,US,36665482,R1HEM7P73TFED8,B0087PJE20,347678754,Kenmore Dishwasher Silverware Basket 8562080 White,Major Appliances,4,0,0,N,Y,Durable and lasted for more than a year.,"Have had this for over a year now. No issues. Very durable. We use the dishwasher every day with a big family, so this gets it's use.",8/31/15,POSITIVE
73,US,1638841,R269WV5G7GMZV6,B003O4QDWS,543777005,Speed Queen AWN412 3.3 Cu. Ft. White Top Load Washer,Major Appliances,5,5,5,N,N,Here's to an EMPTY laundry room!,"I love this machine! and the matching dryer too!<br /><br />Ok to set the record straight. About 4 years ago I fell for the &#34;all about being green front loader&#34;.  I bought an LG Front loader...It has been one of the most miserable 4 years of doing laundry imaginable. I would have never expected such an absolute nightmare. My laundry room has been stacked sky high with clothes that stink so bad that I would have to re-wash them four or five times until they were even wearable. I tried everything, I called the manufacture and begged for guidance! After multiple washings, I would resort to filling the bathtub and soaking all of the dark clothes. I even turned to using bleach - which I haven't used in decades. I couldn't take it anymore. I bought the Speed Queen AYN412 and the matching Dryer. I couldn't be happier with my new SPEED QUEEN I LOVE IT!. I would highly recommend this product.<br /><br />I received my new Speed Queen Washer and Dryer four days ago. It is fantastic! Yes... It looks and acts old-school. (It is true that my neighbor did kind of snicker when she saw it and even more when I told her how happy I was about my new Washer and Dryer) But I love this washer and dryer set. The clothes come out clean smelling and the towels are so fluffy! They look and feel like they have been actually washed. I know right? Imagine that! The clothes come out of the dryer warm and mostly wrinkle free. I can put in as many clothes in this machine as my old LG Front loader with no problem.  I have washed 16 loads of wash in 4 days. I have washed everything from white towels to washable delicate silk and even pantyhose.... Every load - Perfect every time! AND you might want to sit down for this... It takes 50 minutes to wash AND dry a load of laundry. Yep this working mom is very happy about that.  GOODBYE crappy - beat the heck out of the my clothes LG Front loader... Goodbye Forever - we are never never ever getting back together..... P.S. ... As far as the water savings... are you kidding? one load being washed five times only to be sent to a full bathtub doesn't look like any kind of savings to me.vings... are you kidding? one load being washed five times only to be sent to a full bathtub doesn't look like any kind of savings to me.",8/31/15,POSITIVE
74,US,10656430,RHNLX34P3YDFV,B003XEF7DK,870197073,10 Washing Machine Lint Traps Aluminum Mesh With Clamps,Major Appliances,2,0,0,N,Y,Two Stars,Seem to work except aluminum does not rust and these do. Will not buy again,8/31/15,NEGATIVE
75,US,9911099,R2QH3EAZ3U8GUZ,B00AW04ZMM,962476921,Panda Small Compact Portable Washing Machine 7.9-15lbs with Spin Cycle ‚Ä¶,Major Appliances,5,1,1,N,Y,Works great and saves me money and time visiting laundry mats,Use this washing machine when I'm out in my RV.  Works great and saves me money and time visiting laundry mats. Love this product!,8/31/15,POSITIVE
76,US,11475905,R3FPFCOOQRJF2G,B002ZNI1YW,25356265,"Whirlpool Part Number 3181304: Knob, Control (Black)",Major Appliances,1,0,0,N,Y,Wrong part-not OEM,The part did not match the part for my stove even though I used the model #.,8/31/15,NEGATIVE
77,US,52703043,R2VPDKXVJURZJY,B001E6LAH6,535140186,Broan 883001 Under-Cabinet Range Hood,Major Appliances,5,0,0,N,Y,Five Stars,works great!,8/31/15,POSITIVE
